ano,classe_nivel_1_en,classe_nivel_1,grupo_uso,area_ha,pais,escopo_geografico,nivel_classe,colecao_mapbiomas,unidade_medida,_camada,_arquivo_origem,_data_processamento,_periodo_integracao
2020,2. Non Forest Natural Formation,2. Formação Natural Não Florestal,Vegetação Nativa,48223494.03,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2020,3. Farming,3. Agropecuária,Agropecuária,260832481.32,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2020,4. Non vegetated area,4. Área Não Vegetada,Área Não Vegetada,6080222.24,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2020,5. Water and Marine Environment,5. Água e Ambiente Marinho,Água,17283175.28,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2020,6. Not Observed,6. Não Observado,Não Observado,4721.58,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2021,1. Forest,1. Floresta,Vegetação Nativa,515418135.0,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2021,2. Non Forest Natural Formation,2. Formação Natural Não Florestal,Vegetação Nativa,47877667.81,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2021,3. Farming,3. Agropecuária,Agropecuária,263853490.39,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2021,4. Non vegetated area,4. Área Não Vegetada,Área Não Vegetada,6199216.82,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2021,5. Water and Marine Environment,5. Água e Ambiente Marinho,Água,17332656.14,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2021,6. Not Observed,6. Não Observado,Não Observado,3442.54,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2022,1. Forest,1. Floresta,Vegetação Nativa,512199109.12,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2022,2. Non Forest Natural Formation,2. Formação Natural Não Florestal,Vegetação Nativa,46525588.23,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2022,3. Farming,3. Agropecuária,Agropecuária,267037547.83,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2022,4. Non vegetated area,4. Área Não Vegetada,Área Não Vegetada,6307603.59,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2022,5. Water and Marine Environment,5. Água e Ambiente Marinho,Água,18611285.34,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2022,6. Not Observed,6. Não Observado,Não Observado,3474.61,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2023,1. Forest,1. Floresta,Vegetação Nativa,508872924.01,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2023,2. Non Forest Natural Formation,2. Formação Natural Não Florestal,Vegetação Nativa,46500627.93,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2023,3. Farming,3. Agropecuária,Agropecuária,270561179.28,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2023,4. Non vegetated area,4. Área Não Vegetada,Área Não Vegetada,6432595.43,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2023,5. Water and Marine Environment,5. Água e Ambiente Marinho,Água,18313738.68,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2023,6. Not Observed,6. Não Observado,Não Observado,3543.38,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2024,1. Forest,1. Floresta,Vegetação Nativa,506709993.31,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2024,2. Non Forest Natural Formation,2. Formação Natural Não Florestal,Vegetação Nativa,46595155.45,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2024,3. Farming,3. Agropecuária,Agropecuária,273169047.07,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2024,4. Non vegetated area,4. Área Não Vegetada,Área Não Vegetada,6616517.51,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2024,5. Water and Marine Environment,5. Água e Ambiente Marinho,Água,17590233.23,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
2024,6. Not Observed,6. Não Observado,Não Observado,3662.14,Brasil,Brasil (nacional),1,10.1,hectares,SILVER,MAPBIOMAS_USOECOBERTURASOLO_coverage10.1.csv,20260623_222212,2000–2024
