pais,bioma,regiao,estado,uf,codigo_classe,tipo_supressao,tipo_supressao_simples,nivel_0_origem,classe_nivel_1,ano,area_ha,tem_desmatamento,periodo_politica,colecao_mapbiomas,unidade_medida,_camada,_arquivo_origem,_encoding_original,_data_processamento,_periodo_integracao
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2011,129.771421990967,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2012,3493.43449125976,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2012,114.143006378174,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2012,116.332878967285,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2013,2447.45572537842,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2013,67.241638671875,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2013,63.5568152648926,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2014,3822.85188659058,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2014,82.0511143127442,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2014,107.867751049805,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2015,6150.88292741089,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2015,87.9138914123535,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2015,137.470154553223,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2016,4452.13982057495,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2016,108.971785675049,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2016,68.9880966552734,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2017,2204.24937143555,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2017,166.821820361328,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2017,86.736284399414,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2018,1728.95754965821,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2018,220.353787280274,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2018,139.663467193604,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2019,1337.65440965576,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2019,183.036877624512,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2019,171.83402442627,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2020,833.290850732422,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2020,125.958306030273,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2020,82.8480926452637,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2021,927.229072790528,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2021,126.254072686768,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2021,130.300439056396,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2022,2106.09394174804,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2022,102.213225604248,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2022,363.594610137939,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2023,2297.44176334229,True,5. Pós-2023,10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2023,52.0316370605469,True,5. Pós-2023,10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2023,90.1170079162598,True,5. Pós-2023,10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,11,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2024,744.570965972901,True,5. Pós-2023,10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,12,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2024,13.2215201477051,True,5. Pós-2023,10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Mata Atlântica,Sudeste,Espírito Santo,ES,50,Supressão Veg. Secundária,Desmatamento Secundário,Natural,2. Non Forest Natural Formation,2024,126.031948132324,True,5. Pós-2023,10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2000,46661.0878602784,True,1. Pré-PPCDAm (antes 2004),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2000,119564.564604767,True,1. Pré-PPCDAm (antes 2004),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2001,34474.1985563538,True,1. Pré-PPCDAm (antes 2004),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2001,94042.038855487,True,1. Pré-PPCDAm (antes 2004),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2002,34831.5613587646,True,1. Pré-PPCDAm (antes 2004),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2002,95306.2506291504,True,1. Pré-PPCDAm (antes 2004),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2003,46540.7898202454,True,1. Pré-PPCDAm (antes 2004),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2003,126532.84641037,True,1. Pré-PPCDAm (antes 2004),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2004,41263.4551120483,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2004,105204.690012695,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2005,29359.8582644714,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2005,82123.6929825377,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2006,23475.895071637,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2006,57996.5503478821,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2007,17237.0674524475,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2007,48190.2662801269,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2008,19515.1068906433,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2008,52668.4518746094,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2009,16274.6653635498,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2009,45132.2430971253,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2010,13715.661335968,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2010,43868.7935887085,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2011,13538.548326355,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2011,39130.8990598206,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2012,12387.7050712464,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2012,49452.4974583435,True,2. PPCDAm ativo (2004–2012),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2013,15275.2682579834,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2013,55037.6912955933,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2014,11664.3132122009,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2014,43394.9190514221,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2015,13101.0229402222,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2015,43725.7189812988,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2016,11366.3409370789,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2016,34275.5951812866,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2017,11007.9368572876,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2017,34660.8748615784,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2018,9385.57844462891,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2018,32436.0773108826,True,3. Estabilização (2013–2018),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2019,11101.0227280762,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2019,40481.7636755921,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2020,15079.0186294434,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2020,41968.6786483154,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2021,12167.0058864075,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,4,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2021,40888.6308044372,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
Brasil,Cerrado,Centro-oeste,Goiás,GO,3,Supressão Veg. Primária,Desmatamento Primário,Natural,1. Forest,2022,8821.60204950562,True,4. Alta recente (2019–2022),10.1,hectares,SILVER,MAPBIOMAS_DEFORESTATION_STATE.REGION.BIOME.csv,latin-1,20260616_202143,2000–2024
