categoria,ano,emissao_mt
Cultivo em sistema irrigado inundado,2023,9.2698
Deposicao de dejetos em pastagem,2023,66.017
Desmatamento,2023,1314.6741
Disposicao em aterros controlados ou lixoes,2023,12.975
Disposicao final em aterros sanitarios,2023,48.0972
Exploracao de petroleo e gas natural,2023,24.2769
Ferro gusa e aco,2023,7.621
Fertilizantes sinteticos nitrogenados,2023,37.6365
Geracao de eletricidade (servico publico),2023,19.6195
Nao ferrosos e outros da metalurgia,2023,7.5576
Outras industrias,2023,6.093
Outras mudancas de uso da terra,2023,12.3139
Outros,2023,58.4306
Processo de digestao de animais ruminantes,2023,405.0907
Producao de cal,2023,6.1443
Producao de cimento,2023,24.1396
Producao de ferro gusa e aco,2023,41.3278
Quimica,2023,12.5277
Refino de petroleo,2023,26.3911
Regeneracao,2023,13.9573
Residencial,2023,27.0869
Residuos agricolas,2023,42.8969
Rodoviario,2023,206.9818
Tratamento e despejo de efluentes domesticos,2023,24.0792
Tratamento e disposicao de dejetos animais,2023,28.7834
Uso em equipamento ou produto,2023,8.6221
Aereo,2024,10.268
Agropecuaria,2024,22.5603
Aplicacao de residuos organicos,2024,6.8134
Cimento,2024,15.2005
Corretivo agricola,2024,28.4278
Cultivo em sistema irrigado inundado,2024,10.0229
Deposicao de dejetos em pastagem,2024,65.5948
Desmatamento,2024,887.0523
Disposicao em aterros controlados ou lixoes,2024,12.3832
Disposicao final em aterros sanitarios,2024,50.7063
Exploracao de petroleo e gas natural,2024,24.4901
Ferro gusa e aco,2024,8.0561
Fertilizantes sinteticos nitrogenados,2024,36.5503
Geracao de eletricidade (servico publico),2024,26.3907
Nao ferrosos e outros da metalurgia,2024,7.1469
Outras industrias,2024,6.2334
Outras mudancas de uso da terra,2024,8.9342
Outros,2024,58.959
Processo de digestao de animais ruminantes,2024,403.9974
Producao de cal,2024,6.1443
Producao de cimento,2024,23.5047
Producao de ferro gusa e aco,2024,43.7148
Quimica,2024,12.3839
Refino de petroleo,2024,25.1157
Regeneracao,2024,9.6205
Residencial,2024,26.7916
Residuos agricolas,2024,40.6542
Rodoviario,2024,204.076
Tratamento e despejo de efluentes domesticos,2024,25.1775
Tratamento e disposicao de dejetos animais,2024,29.1822
Uso em equipamento ou produto,2024,9.0727
