UF;Ano;Mes;Chuva_mm
AC;2000;01;242.54
AC;2000;02;253.76
AC;2000;03;266.9
AC;2000;04;192.86
AC;2000;05;50.07
AC;2000;06;16.15
AC;2000;07;36.62
AC;2000;08;73.27
AC;2000;09;93.9
AC;2000;10;159.97
AC;2000;11;227.52
AC;2000;12;202.35
AC;2000;13;1815.91
AC;2001;01;348.21
AC;2001;02;296.57
AC;2001;03;264.3
AC;2001;04;150.05
AC;2001;05;57.87
AC;2001;06;49.82
AC;2001;07;64.71
AC;2001;08;16.71
AC;2001;09;84.21
AC;2001;10;153.04
AC;2001;11;185.58
AC;2001;12;254.9
AC;2001;13;1925.97
AC;2002;01;233.18
AC;2002;02;266.94
AC;2002;03;220.95
AC;2002;04;224.96
AC;2002;05;95.58
AC;2002;06;21.71
AC;2002;07;22.45
AC;2002;08;83.56
AC;2002;09;74.6
AC;2002;10;140.05
AC;2002;11;168.05
AC;2002;12;232.36
AC;2002;13;1784.39
AC;2003;01;220.73
AC;2003;02;231.09
AC;2003;03;294.03
AC;2003;04;194.55
AC;2003;05;79.24
AC;2003;06;39.25
AC;2003;07;9.16
AC;2003;08;58.13
AC;2003;09;177.76
AC;2003;10;160.32
AC;2003;11;141.05
AC;2003;12;298.88
AC;2003;13;1904.19
AC;2004;01;242.77
AC;2004;02;257.99
AC;2004;03;317.37
AC;2004;04;174.63
AC;2004;05;65.7
AC;2004;06;43.21
AC;2004;07;53.51
AC;2004;08;70.83
AC;2004;09;66.16
AC;2004;10;165.67
AC;2004;11;207.3
AC;2004;12;237.68
AC;2004;13;1902.82
AC;2005;01;165.79
AC;2005;02;290.55
AC;2005;03;213.95
AC;2005;04;216.11
AC;2005;05;24.77
AC;2005;06;9.71
AC;2005;07;7.05
AC;2005;08;11.61
AC;2005;09;33.41
AC;2005;10;173.23
AC;2005;11;265.38
AC;2005;12;269.14
AC;2005;13;1680.7
AC;2006;01;212.27
AC;2006;02;332.92
AC;2006;03;226.67
AC;2006;04;134.69
AC;2006;05;51.75
AC;2006;06;13.6
AC;2006;07;30.08
AC;2006;08;32.83
AC;2006;09;71.23
AC;2006;10;97.86
AC;2006;11;200.77
AC;2006;12;282.06
AC;2006;13;1686.73
AC;2007;01;272.27
AC;2007;02;292.67
AC;2007;03;191.02
AC;2007;04;140.76
AC;2007;05;145.8
AC;2007;06;17.33
AC;2007;07;26.03
AC;2007;08;20.45
AC;2007;09;100.91
AC;2007;10;132.51
AC;2007;11;178.47
AC;2007;12;209.84
AC;2007;13;1728.06
AC;2008;01;323.25
AC;2008;02;219.52
AC;2008;03;186.47
AC;2008;04;97.0
AC;2008;05;43.56
AC;2008;06;38.85
AC;2008;07;52.72
AC;2008;08;23.3
AC;2008;09;51.37
AC;2008;10;137.71
AC;2008;11;196.83
AC;2008;12;310.12
AC;2008;13;1680.7
AC;2009;01;192.31
AC;2009;02;213.02
AC;2009;03;183.91
AC;2009;04;350.84
AC;2009;05;108.78
AC;2009;06;32.4
AC;2009;07;24.19
AC;2009;08;71.25
AC;2009;09;70.03
AC;2009;10;164.46
AC;2009;11;255.11
AC;2009;12;402.53
AC;2009;13;2068.83
AC;2010;01;401.74
AC;2010;02;272.54
AC;2010;03;320.93
AC;2010;04;53.04
AC;2010;05;102.3
AC;2010;06;7.92
AC;2010;07;3.21
AC;2010;08;31.24
AC;2010;09;15.46
AC;2010;10;140.0
AC;2010;11;249.98
AC;2010;12;207.74
AC;2010;13;1806.1
AC;2011;01;263.76
AC;2011;02;217.62
AC;2011;03;266.77
AC;2011;04;176.13
AC;2011;05;58.96
AC;2011;06;13.59
AC;2011;07;3.66
AC;2011;08;27.09
AC;2011;09;96.17
AC;2011;10;102.17
AC;2011;11;246.01
AC;2011;12;182.4
AC;2011;13;1654.33
AC;2012;01;416.57
AC;2012;02;350.84
AC;2012;03;259.89
AC;2012;04;121.43
AC;2012;05;70.41
AC;2012;06;119.07
AC;2012;07;43.26
AC;2012;08;60.04
AC;2012;09;84.97
AC;2012;10;157.38
AC;2012;11;338.07
AC;2012;12;196.73
AC;2012;13;2218.66
AC;2013;01;308.94
AC;2013;02;225.12
AC;2013;03;303.63
AC;2013;04;61.79
AC;2013;05;59.94
AC;2013;06;78.59
AC;2013;07;26.0
AC;2013;08;36.65
AC;2013;09;87.29
AC;2013;10;179.33
AC;2013;11;220.48
AC;2013;12;283.5
AC;2013;13;1871.26
AC;2014;01;312.95
AC;2014;02;235.59
AC;2014;03;379.42
AC;2014;04;198.08
AC;2014;05;158.79
AC;2014;06;56.99
AC;2014;07;20.43
AC;2014;08;107.22
AC;2014;09;145.82
AC;2014;10;141.39
AC;2014;11;175.41
AC;2014;12;157.86
AC;2014;13;2089.95
AC;2015;01;254.52
AC;2015;02;237.31
AC;2015;03;222.09
AC;2015;04;167.78
AC;2015;05;152.51
AC;2015;06;17.67
AC;2015;07;8.65
AC;2015;08;43.87
AC;2015;09;94.66
AC;2015;10;42.48
AC;2015;11;255.55
AC;2015;12;161.35
AC;2015;13;1658.44
AC;2016;01;186.56
AC;2016;02;224.85
AC;2016;03;180.36
AC;2016;04;193.96
AC;2016;05;47.95
AC;2016;06;5.82
AC;2016;07;11.48
AC;2016;08;33.56
AC;2016;09;59.05
AC;2016;10;112.81
AC;2016;11;136.07
AC;2016;12;212.29
AC;2016;13;1404.76
AC;2017;01;330.09
AC;2017;02;203.39
AC;2017;03;294.2
AC;2017;04;120.49
AC;2017;05;59.21
AC;2017;06;14.24
AC;2017;07;6.93
AC;2017;08;39.14
AC;2017;09;46.29
AC;2017;10;77.41
AC;2017;11;130.84
AC;2017;12;192.23
AC;2017;13;1514.46
AC;2018;01;166.04
AC;2018;02;257.79
AC;2018;03;115.65
AC;2018;04;162.0
AC;2018;05;65.23
AC;2018;06;16.11
AC;2018;07;6.24
AC;2018;08;72.82
AC;2018;09;58.14
AC;2018;10;118.77
AC;2018;11;133.44
AC;2018;12;169.21
AC;2018;13;1341.44
AC;2019;01;194.85
AC;2019;02;221.3
AC;2019;03;210.32
AC;2019;04;129.05
AC;2019;05;50.55
AC;2019;06;31.16
AC;2019;07;44.91
AC;2019;08;12.36
AC;2019;09;66.68
AC;2019;10;122.25
AC;2019;11;207.63
AC;2019;12;235.3
AC;2019;13;1526.36
AC;2020;01;101.97
AC;2020;02;244.33
AC;2020;03;186.32
AC;2020;04;135.0
AC;2020;05;73.31
AC;2020;06;24.73
AC;2020;07;30.17
AC;2020;08;11.37
AC;2020;09;39.46
AC;2020;10;98.04
AC;2020;11;46.0
AC;2020;12;293.12
AC;2020;13;1283.82
AC;2021;01;250.94
AC;2021;02;191.77
AC;2021;03;198.13
AC;2021;04;97.1
AC;2021;05;38.39
AC;2021;06;20.27
AC;2021;07;5.7
AC;2021;08;5.83
AC;2021;09;47.8
AC;2021;10;126.54
AC;2021;11;163.0
AC;2021;12;255.39
AC;2021;13;1400.86
AC;2022;01;145.57
AC;2022;02;116.47
AC;2022;03;217.43
AC;2022;04;68.23
AC;2022;05;40.44
AC;2022;06;65.88
AC;2022;07;3.71
AC;2022;08;29.79
AC;2022;09;46.17
AC;2022;10;96.2
AC;2022;11;78.82
AC;2022;12;145.8
AC;2022;13;1054.51
AC;2023;01;108.0
AC;2023;02;177.76
AC;2023;03;281.62
AC;2023;04;110.22
AC;2023;05;59.51
AC;2023;06;23.25
AC;2023;07;2.14
AC;2023;08;18.37
AC;2023;09;34.21
AC;2023;10;61.07
AC;2023;11;74.29
AC;2023;12;202.16
AC;2023;13;1152.6
AC;2024;01;193.37
AC;2024;02;268.87
AC;2024;03;113.56
AC;2024;04;95.02
AC;2024;05;36.2
AC;2024;06;7.51
AC;2024;07;12.76
AC;2024;08;2.99
AC;2024;09;12.13
AC;2024;10;83.44
AC;2024;11;148.99
AC;2024;12;140.92
AC;2024;13;1115.76
AC;2025;01;136.97
AC;2025;02;180.98
AC;2025;03;151.17
AC;2025;04;113.23
AC;2025;05;37.84
AC;2025;06;5.61
AC;2025;07;7.72
AC;2025;08;12.6
AC;2025;09;59.78
AC;2025;10;60.32
AC;2025;11;78.56
AC;2025;12;299.56
AC;2025;13;1144.34
AL;2000;01;89.8
AL;2000;02;108.49
AL;2000;03;87.27
AL;2000;04;246.27
AL;2000;05;143.72
AL;2000;06;277.98
AL;2000;07;352.58
AL;2000;08;182.74
AL;2000;09;213.69
AL;2000;10;28.03
AL;2000;11;32.29
AL;2000;12;61.34
AL;2000;13;1824.2
AL;2001;01;30.8
AL;2001;02;17.64
AL;2001;03;67.02
AL;2001;04;83.3
AL;2001;05;38.74
AL;2001;06;384.84
AL;2001;07;205.84
AL;2001;08;136.18
AL;2001;09;30.26
AL;2001;10;128.26
AL;2001;11;27.88
AL;2001;12;66.46
AL;2001;13;1217.22
AL;2002;01;235.37
AL;2002;02;88.39
AL;2002;03;148.24
AL;2002;04;118.08
AL;2002;05;240.76
AL;2002;06;330.2
AL;2002;07;133.14
AL;2002;08;137.64
AL;2002;09;30.15
AL;2002;10;26.6
AL;2002;11;25.14
AL;2002;12;19.63
AL;2002;13;1533.34
AL;2003;01;46.97
AL;2003;02;71.96
AL;2003;03;127.74
AL;2003;04;73.34
AL;2003;05;124.52
AL;2003;06;183.2
AL;2003;07;127.01
AL;2003;08;87.67
AL;2003;09;96.21
AL;2003;10;57.25
AL;2003;11;35.93
AL;2003;12;27.96
AL;2003;13;1059.76
AL;2004;01;236.43
AL;2004;02;143.32
AL;2004;03;90.85
AL;2004;04;137.98
AL;2004;05;166.01
AL;2004;06;416.79
AL;2004;07;228.84
AL;2004;08;138.07
AL;2004;09;122.56
AL;2004;10;21.15
AL;2004;11;13.62
AL;2004;12;5.84
AL;2004;13;1721.46
AL;2005;01;23.1
AL;2005;02;60.58
AL;2005;03;70.69
AL;2005;04;61.29
AL;2005;05;252.58
AL;2005;06;251.39
AL;2005;07;110.62
AL;2005;08;149.88
AL;2005;09;130.72
AL;2005;10;13.77
AL;2005;11;5.79
AL;2005;12;38.57
AL;2005;13;1168.98
AL;2006;01;35.4
AL;2006;02;21.37
AL;2006;03;96.1
AL;2006;04;151.11
AL;2006;05;193.52
AL;2006;06;182.03
AL;2006;07;143.04
AL;2006;08;66.68
AL;2006;09;60.05
AL;2006;10;68.35
AL;2006;11;42.07
AL;2006;12;51.39
AL;2006;13;1111.11
AL;2007;01;68.48
AL;2007;02;85.57
AL;2007;03;97.58
AL;2007;04;130.51
AL;2007;05;106.2
AL;2007;06;136.07
AL;2007;07;164.54
AL;2007;08;107.37
AL;2007;09;65.72
AL;2007;10;31.25
AL;2007;11;16.76
AL;2007;12;60.56
AL;2007;13;1070.61
AL;2008;01;39.77
AL;2008;02;38.11
AL;2008;03;160.3
AL;2008;04;103.03
AL;2008;05;206.46
AL;2008;06;160.75
AL;2008;07;208.34
AL;2008;08;138.99
AL;2008;09;56.46
AL;2008;10;43.43
AL;2008;11;13.04
AL;2008;12;13.97
AL;2008;13;1182.65
AL;2009;01;37.98
AL;2009;02;128.04
AL;2009;03;78.12
AL;2009;04;117.31
AL;2009;05;371.09
AL;2009;06;164.06
AL;2009;07;163.25
AL;2009;08;193.88
AL;2009;09;53.74
AL;2009;10;4.22
AL;2009;11;20.49
AL;2009;12;22.21
AL;2009;13;1354.39
AL;2010;01;94.4
AL;2010;02;95.44
AL;2010;03;61.24
AL;2010;04;134.14
AL;2010;05;82.27
AL;2010;06;411.38
AL;2010;07;144.6
AL;2010;08;119.15
AL;2010;09;99.03
AL;2010;10;40.9
AL;2010;11;6.51
AL;2010;12;13.44
AL;2010;13;1302.5
AL;2011;01;105.22
AL;2011;02;90.11
AL;2011;03;34.88
AL;2011;04;327.34
AL;2011;05;320.8
AL;2011;06;131.63
AL;2011;07;280.47
AL;2011;08;120.09
AL;2011;09;66.97
AL;2011;10;33.68
AL;2011;11;75.29
AL;2011;12;7.16
AL;2011;13;1593.64
AL;2012;01;87.68
AL;2012;02;72.0
AL;2012;03;74.31
AL;2012;04;30.58
AL;2012;05;87.62
AL;2012;06;151.8
AL;2012;07;186.66
AL;2012;08;109.81
AL;2012;09;24.97
AL;2012;10;38.24
AL;2012;11;8.35
AL;2012;12;14.76
AL;2012;13;886.78
AL;2013;01;44.44
AL;2013;02;20.61
AL;2013;03;26.73
AL;2013;04;169.43
AL;2013;05;166.1
AL;2013;06;177.38
AL;2013;07;237.29
AL;2013;08;118.41
AL;2013;09;55.44
AL;2013;10;111.48
AL;2013;11;73.99
AL;2013;12;30.12
AL;2013;13;1231.42
AL;2014;01;40.28
AL;2014;02;80.29
AL;2014;03;71.06
AL;2014;04;149.6
AL;2014;05;216.96
AL;2014;06;95.26
AL;2014;07;122.85
AL;2014;08;122.95
AL;2014;09;88.7
AL;2014;10;173.2
AL;2014;11;31.31
AL;2014;12;18.12
AL;2014;13;1210.58
AL;2015;01;29.13
AL;2015;02;74.85
AL;2015;03;73.37
AL;2015;04;35.26
AL;2015;05;107.69
AL;2015;06;162.12
AL;2015;07;166.35
AL;2015;08;58.52
AL;2015;09;16.62
AL;2015;10;19.49
AL;2015;11;5.2
AL;2015;12;63.78
AL;2015;13;812.38
AL;2016;01;113.98
AL;2016;02;64.45
AL;2016;03;82.29
AL;2016;04;75.09
AL;2016;05;149.45
AL;2016;06;69.86
AL;2016;07;49.45
AL;2016;08;34.54
AL;2016;09;20.88
AL;2016;10;12.97
AL;2016;11;10.54
AL;2016;12;24.87
AL;2016;13;708.37
AL;2017;01;25.2
AL;2017;02;19.74
AL;2017;03;40.81
AL;2017;04;95.0
AL;2017;05;344.17
AL;2017;06;235.73
AL;2017;07;262.0
AL;2017;08;84.34
AL;2017;09;76.71
AL;2017;10;29.97
AL;2017;11;28.75
AL;2017;12;34.73
AL;2017;13;1277.15
AL;2018;01;49.49
AL;2018;02;69.25
AL;2018;03;101.85
AL;2018;04;212.19
AL;2018;05;99.21
AL;2018;06;72.66
AL;2018;07;76.83
AL;2018;08;25.54
AL;2018;09;27.71
AL;2018;10;6.74
AL;2018;11;25.18
AL;2018;12;34.21
AL;2018;13;800.86
AL;2019;01;59.25
AL;2019;02;46.56
AL;2019;03;126.97
AL;2019;04;66.62
AL;2019;05;74.26
AL;2019;06;133.76
AL;2019;07;147.59
AL;2019;08;89.57
AL;2019;09;38.89
AL;2019;10;22.21
AL;2019;11;3.6
AL;2019;12;14.99
AL;2019;13;824.27
AL;2020;01;30.14
AL;2020;02;83.08
AL;2020;03;113.37
AL;2020;04;189.19
AL;2020;05;175.33
AL;2020;06;235.51
AL;2020;07;127.87
AL;2020;08;62.3
AL;2020;09;36.16
AL;2020;10;13.81
AL;2020;11;22.61
AL;2020;12;18.7
AL;2020;13;1108.07
AL;2021;01;39.69
AL;2021;02;19.38
AL;2021;03;71.12
AL;2021;04;132.3
AL;2021;05;165.74
AL;2021;06;128.99
AL;2021;07;109.32
AL;2021;08;106.66
AL;2021;09;40.87
AL;2021;10;26.49
AL;2021;11;20.08
AL;2021;12;77.49
AL;2021;13;938.13
AL;2022;01;63.72
AL;2022;02;18.44
AL;2022;03;154.11
AL;2022;04;87.98
AL;2022;05;350.59
AL;2022;06;324.87
AL;2022;07;190.55
AL;2022;08;131.16
AL;2022;09;33.69
AL;2022;10;21.51
AL;2022;11;126.53
AL;2022;12;53.94
AL;2022;13;1557.09
AL;2023;01;48.47
AL;2023;02;46.45
AL;2023;03;93.09
AL;2023;04;86.31
AL;2023;05;195.02
AL;2023;06;223.68
AL;2023;07;119.9
AL;2023;08;63.46
AL;2023;09;59.24
AL;2023;10;15.93
AL;2023;11;10.77
AL;2023;12;45.76
AL;2023;13;1008.08
AL;2024;01;35.87
AL;2024;02;98.82
AL;2024;03;81.07
AL;2024;04;142.84
AL;2024;05;221.24
AL;2024;06;168.99
AL;2024;07;102.95
AL;2024;08;34.71
AL;2024;09;24.49
AL;2024;10;8.09
AL;2024;11;11.48
AL;2024;12;15.69
AL;2024;13;946.24
AL;2025;01;59.22
AL;2025;02;87.93
AL;2025;03;41.39
AL;2025;04;38.31
AL;2025;05;205.01
AL;2025;06;187.02
AL;2025;07;111.78
AL;2025;08;133.36
AL;2025;09;60.26
AL;2025;10;17.74
AL;2025;11;6.32
AL;2025;12;7.12
AL;2025;13;955.46
AP;2000;01;291.24
AP;2000;02;274.76
AP;2000;03;437.59
AP;2000;04;355.28
AP;2000;05;387.3
AP;2000;06;250.84
AP;2000;07;219.68
AP;2000;08;65.31
AP;2000;09;96.45
AP;2000;10;35.5
AP;2000;11;53.69
AP;2000;12;100.51
AP;2000;13;2568.15
AP;2001;01;339.64
AP;2001;02;281.07
AP;2001;03;206.36
AP;2001;04;340.97
AP;2001;05;246.14
AP;2001;06;290.77
AP;2001;07;141.96
AP;2001;08;72.03
AP;2001;09;61.16
AP;2001;10;47.0
AP;2001;11;38.34
AP;2001;12;58.82
AP;2001;13;2124.26
AP;2002;01;279.95
AP;2002;02;285.85
AP;2002;03;384.5
AP;2002;04;416.7
AP;2002;05;336.98
AP;2002;06;239.18
AP;2002;07;86.98
AP;2002;08;60.45
AP;2002;09;44.85
AP;2002;10;32.9
AP;2002;11;48.54
AP;2002;12;133.29
AP;2002;13;2350.17
AP;2003;01;152.93
AP;2003;02;360.38
AP;2003;03;266.54
AP;2003;04;318.05
AP;2003;05;233.16
AP;2003;06;167.9
AP;2003;07;249.28
AP;2003;08;105.67
AP;2003;09;81.85
AP;2003;10;36.06
AP;2003;11;39.47
AP;2003;12;113.42
AP;2003;13;2124.71
AP;2004;01;181.76
AP;2004;02;455.03
AP;2004;03;338.55
AP;2004;04;281.61
AP;2004;05;301.64
AP;2004;06;256.44
AP;2004;07;257.13
AP;2004;08;131.37
AP;2004;09;58.7
AP;2004;10;56.15
AP;2004;11;23.45
AP;2004;12;101.22
AP;2004;13;2443.05
AP;2005;01;98.0
AP;2005;02;277.25
AP;2005;03;234.11
AP;2005;04;283.18
AP;2005;05;286.12
AP;2005;06;167.33
AP;2005;07;185.77
AP;2005;08;65.48
AP;2005;09;17.63
AP;2005;10;48.97
AP;2005;11;36.89
AP;2005;12;262.86
AP;2005;13;1963.59
AP;2006;01;303.23
AP;2006;02;239.43
AP;2006;03;326.24
AP;2006;04;227.3
AP;2006;05;273.16
AP;2006;06;268.13
AP;2006;07;169.2
AP;2006;08;103.76
AP;2006;09;50.02
AP;2006;10;47.92
AP;2006;11;170.64
AP;2006;12;126.26
AP;2006;13;2305.29
AP;2007;01;73.45
AP;2007;02;157.6
AP;2007;03;381.2
AP;2007;04;368.37
AP;2007;05;267.05
AP;2007;06;182.74
AP;2007;07;163.14
AP;2007;08;127.43
AP;2007;09;49.99
AP;2007;10;54.31
AP;2007;11;32.63
AP;2007;12;285.95
AP;2007;13;2143.86
AP;2008;01;260.4
AP;2008;02;248.83
AP;2008;03;330.32
AP;2008;04;257.02
AP;2008;05;276.5
AP;2008;06;210.95
AP;2008;07;184.47
AP;2008;08;30.0
AP;2008;09;46.45
AP;2008;10;72.59
AP;2008;11;20.43
AP;2008;12;193.01
AP;2008;13;2130.97
AP;2009;01;324.13
AP;2009;02;396.97
AP;2009;03;261.38
AP;2009;04;230.59
AP;2009;05;278.97
AP;2009;06;296.02
AP;2009;07;123.69
AP;2009;08;69.67
AP;2009;09;5.78
AP;2009;10;11.88
AP;2009;11;2.72
AP;2009;12;128.32
AP;2009;13;2130.12
AP;2010;01;174.31
AP;2010;02;154.59
AP;2010;03;153.27
AP;2010;04;220.61
AP;2010;05;214.29
AP;2010;06;217.62
AP;2010;07;77.19
AP;2010;08;97.19
AP;2010;09;44.14
AP;2010;10;85.19
AP;2010;11;64.3
AP;2010;12;144.56
AP;2010;13;1647.26
AP;2011;01;200.66
AP;2011;02;262.24
AP;2011;03;378.99
AP;2011;04;266.65
AP;2011;05;302.16
AP;2011;06;200.98
AP;2011;07;278.47
AP;2011;08;82.37
AP;2011;09;29.19
AP;2011;10;105.87
AP;2011;11;22.48
AP;2011;12;10.21
AP;2011;13;2140.27
AP;2012;01;231.7
AP;2012;02;308.0
AP;2012;03;338.46
AP;2012;04;259.2
AP;2012;05;177.98
AP;2012;06;113.49
AP;2012;07;214.18
AP;2012;08;83.37
AP;2012;09;12.76
AP;2012;10;14.9
AP;2012;11;24.49
AP;2012;12;94.61
AP;2012;13;1873.14
AP;2013;01;258.51
AP;2013;02;312.05
AP;2013;03;375.49
AP;2013;04;408.83
AP;2013;05;319.41
AP;2013;06;159.85
AP;2013;07;208.02
AP;2013;08;130.07
AP;2013;09;32.33
AP;2013;10;49.84
AP;2013;11;34.7
AP;2013;12;88.45
AP;2013;13;2377.55
AP;2014;01;161.86
AP;2014;02;375.49
AP;2014;03;287.62
AP;2014;04;255.49
AP;2014;05;241.85
AP;2014;06;265.95
AP;2014;07;100.9
AP;2014;08;71.19
AP;2014;09;43.44
AP;2014;10;30.29
AP;2014;11;33.12
AP;2014;12;58.53
AP;2014;13;1925.73
AP;2015;01;142.3
AP;2015;02;271.72
AP;2015;03;183.58
AP;2015;04;441.03
AP;2015;05;247.25
AP;2015;06;166.77
AP;2015;07;112.47
AP;2015;08;57.0
AP;2015;09;0.72
AP;2015;10;14.35
AP;2015;11;2.93
AP;2015;12;27.5
AP;2015;13;1667.62
AP;2016;01;116.34
AP;2016;02;315.71
AP;2016;03;467.88
AP;2016;04;338.98
AP;2016;05;143.8
AP;2016;06;133.21
AP;2016;07;105.56
AP;2016;08;34.34
AP;2016;09;29.86
AP;2016;10;3.94
AP;2016;11;3.6
AP;2016;12;243.84
AP;2016;13;1937.06
AP;2017;01;162.32
AP;2017;02;311.66
AP;2017;03;324.8
AP;2017;04;224.84
AP;2017;05;144.62
AP;2017;06;95.94
AP;2017;07;129.38
AP;2017;08;20.52
AP;2017;09;41.17
AP;2017;10;6.82
AP;2017;11;2.79
AP;2017;12;127.99
AP;2017;13;1592.85
AP;2018;01;172.75
AP;2018;02;398.97
AP;2018;03;206.96
AP;2018;04;490.69
AP;2018;05;400.52
AP;2018;06;163.8
AP;2018;07;111.41
AP;2018;08;40.39
AP;2018;09;90.17
AP;2018;10;5.94
AP;2018;11;41.31
AP;2018;12;328.48
AP;2018;13;2451.39
AP;2019;01;286.55
AP;2019;02;352.44
AP;2019;03;144.4
AP;2019;04;258.1
AP;2019;05;285.61
AP;2019;06;223.61
AP;2019;07;180.38
AP;2019;08;63.42
AP;2019;09;12.29
AP;2019;10;14.28
AP;2019;11;50.26
AP;2019;12;160.38
AP;2019;13;2031.72
AP;2020;01;192.43
AP;2020;02;162.73
AP;2020;03;209.03
AP;2020;04;351.9
AP;2020;05;280.99
AP;2020;06;217.52
AP;2020;07;115.05
AP;2020;08;94.87
AP;2020;09;45.36
AP;2020;10;22.75
AP;2020;11;220.67
AP;2020;12;94.45
AP;2020;13;2007.75
AP;2021;01;165.01
AP;2021;02;262.83
AP;2021;03;320.89
AP;2021;04;271.15
AP;2021;05;300.22
AP;2021;06;113.85
AP;2021;07;199.86
AP;2021;08;74.76
AP;2021;09;30.66
AP;2021;10;56.69
AP;2021;11;99.42
AP;2021;12;139.92
AP;2021;13;2035.26
AP;2022;01;274.09
AP;2022;02;206.3
AP;2022;03;319.08
AP;2022;04;315.38
AP;2022;05;230.78
AP;2022;06;178.0
AP;2022;07;182.26
AP;2022;08;61.71
AP;2022;09;54.25
AP;2022;10;35.29
AP;2022;11;79.42
AP;2022;12;144.48
AP;2022;13;2081.04
AP;2023;01;199.6
AP;2023;02;210.05
AP;2023;03;175.28
AP;2023;04;127.51
AP;2023;05;175.2
AP;2023;06;128.62
AP;2023;07;74.79
AP;2023;08;34.09
AP;2023;09;17.77
AP;2023;10;12.34
AP;2023;11;32.06
AP;2023;12;113.79
AP;2023;13;1301.1
AP;2024;01;167.7
AP;2024;02;132.7
AP;2024;03;232.16
AP;2024;04;193.75
AP;2024;05;285.7
AP;2024;06;232.78
AP;2024;07;104.21
AP;2024;08;27.51
AP;2024;09;8.59
AP;2024;10;39.58
AP;2024;11;10.77
AP;2024;12;85.69
AP;2024;13;1521.14
AP;2025;01;136.73
AP;2025;02;298.13
AP;2025;03;245.37
AP;2025;04;212.62
AP;2025;05;212.17
AP;2025;06;363.46
AP;2025;07;144.49
AP;2025;08;28.11
AP;2025;09;25.99
AP;2025;10;8.63
AP;2025;11;46.11
AP;2025;12;56.48
AP;2025;13;1778.29
AM;2000;01;285.15
AM;2000;02;282.47
AM;2000;03;383.07
AM;2000;04;359.13
AM;2000;05;241.94
AM;2000;06;138.46
AM;2000;07;128.51
AM;2000;08;80.2
AM;2000;09;157.04
AM;2000;10;105.43
AM;2000;11;133.81
AM;2000;12;179.47
AM;2000;13;2474.68
AM;2001;01;355.23
AM;2001;02;241.18
AM;2001;03;290.1
AM;2001;04;254.61
AM;2001;05;182.11
AM;2001;06;230.48
AM;2001;07;66.66
AM;2001;08;31.95
AM;2001;09;80.94
AM;2001;10;135.03
AM;2001;11;124.07
AM;2001;12;212.85
AM;2001;13;2205.21
AM;2002;01;263.05
AM;2002;02;286.43
AM;2002;03;243.51
AM;2002;04;337.86
AM;2002;05;276.49
AM;2002;06;164.79
AM;2002;07;60.99
AM;2002;08;69.2
AM;2002;09;70.52
AM;2002;10;162.51
AM;2002;11;73.7
AM;2002;12;194.84
AM;2002;13;2203.89
AM;2003;01;98.1
AM;2003;02;191.89
AM;2003;03;179.91
AM;2003;04;264.0
AM;2003;05;219.8
AM;2003;06;152.68
AM;2003;07;110.4
AM;2003;08;114.0
AM;2003;09;109.44
AM;2003;10;125.14
AM;2003;11;110.28
AM;2003;12;134.58
AM;2003;13;1810.22
AM;2004;01;174.97
AM;2004;02;179.79
AM;2004;03;274.35
AM;2004;04;209.01
AM;2004;05;184.22
AM;2004;06;100.6
AM;2004;07;99.3
AM;2004;08;85.46
AM;2004;09;101.62
AM;2004;10;132.11
AM;2004;11;46.94
AM;2004;12;204.46
AM;2004;13;1792.83
AM;2005;01;122.09
AM;2005;02;271.18
AM;2005;03;301.97
AM;2005;04;253.75
AM;2005;05;165.42
AM;2005;06;36.23
AM;2005;07;45.71
AM;2005;08;23.17
AM;2005;09;54.41
AM;2005;10;64.55
AM;2005;11;166.36
AM;2005;12;276.88
AM;2005;13;1781.72
AM;2006;01;179.26
AM;2006;02;256.81
AM;2006;03;295.13
AM;2006;04;244.06
AM;2006;05;402.93
AM;2006;06;92.95
AM;2006;07;43.36
AM;2006;08;12.18
AM;2006;09;25.42
AM;2006;10;66.86
AM;2006;11;256.77
AM;2006;12;217.12
AM;2006;13;2092.85
AM;2007;01;320.25
AM;2007;02;119.95
AM;2007;03;255.01
AM;2007;04;264.59
AM;2007;05;145.98
AM;2007;06;85.33
AM;2007;07;103.46
AM;2007;08;86.53
AM;2007;09;52.76
AM;2007;10;52.78
AM;2007;11;138.78
AM;2007;12;251.3
AM;2007;13;1876.72
AM;2008;01;329.0
AM;2008;02;325.12
AM;2008;03;348.78
AM;2008;04;318.42
AM;2008;05;224.85
AM;2008;06;156.96
AM;2008;07;89.54
AM;2008;08;49.17
AM;2008;09;92.87
AM;2008;10;155.73
AM;2008;11;184.66
AM;2008;12;282.21
AM;2008;13;2557.31
AM;2009;01;311.62
AM;2009;02;391.6
AM;2009;03;254.18
AM;2009;04;205.46
AM;2009;05;172.03
AM;2009;06;153.46
AM;2009;07;42.98
AM;2009;08;9.36
AM;2009;09;11.6
AM;2009;10;49.02
AM;2009;11;58.38
AM;2009;12;242.17
AM;2009;13;1901.86
AM;2010;01;245.35
AM;2010;02;261.82
AM;2010;03;178.42
AM;2010;04;334.48
AM;2010;05;167.72
AM;2010;06;140.32
AM;2010;07;88.84
AM;2010;08;26.1
AM;2010;09;45.03
AM;2010;10;82.04
AM;2010;11;156.92
AM;2010;12;262.8
AM;2010;13;1989.84
AM;2011;01;251.47
