UF;Ano;Mes;Chuva_mm
SE;2016;13;749.92
SE;2017;01;8.11
SE;2017;02;19.8
SE;2017;03;61.52
SE;2017;04;133.9
SE;2017;05;277.58
SE;2017;06;214.38
SE;2017;07;160.02
SE;2017;08;89.39
SE;2017;09;227.26
SE;2017;10;59.99
SE;2017;11;28.53
SE;2017;12;38.81
SE;2017;13;1319.29
SE;2018;01;19.25
SE;2018;02;59.33
SE;2018;03;106.93
SE;2018;04;113.33
SE;2018;05;104.64
SE;2018;06;149.74
SE;2018;07;88.09
SE;2018;08;35.11
SE;2018;09;11.12
SE;2018;10;22.01
SE;2018;11;27.99
SE;2018;12;26.61
SE;2018;13;764.15
SE;2019;01;19.03
SE;2019;02;34.55
SE;2019;03;128.96
SE;2019;04;65.58
SE;2019;05;110.79
SE;2019;06;223.17
SE;2019;07;265.05
SE;2019;08;66.85
SE;2019;09;60.45
SE;2019;10;43.39
SE;2019;11;17.92
SE;2019;12;8.88
SE;2019;13;1044.62
SE;2020;01;36.76
SE;2020;02;69.88
SE;2020;03;144.41
SE;2020;04;173.48
SE;2020;05;169.13
SE;2020;06;148.87
SE;2020;07;118.59
SE;2020;08;76.66
SE;2020;09;34.42
SE;2020;10;13.26
SE;2020;11;22.64
SE;2020;12;12.21
SE;2020;13;1020.31
SE;2021;01;46.33
SE;2021;02;10.84
SE;2021;03;46.22
SE;2021;04;106.73
SE;2021;05;133.47
SE;2021;06;83.35
SE;2021;07;156.82
SE;2021;08;58.42
SE;2021;09;30.07
SE;2021;10;25.82
SE;2021;11;77.91
SE;2021;12;128.96
SE;2021;13;904.94
SE;2022;01;33.49
SE;2022;02;25.47
SE;2022;03;114.32
SE;2022;04;99.67
SE;2022;05;197.45
SE;2022;06;155.95
SE;2022;07;155.88
SE;2022;08;120.43
SE;2022;09;46.44
SE;2022;10;22.25
SE;2022;11;149.0
SE;2022;12;65.25
SE;2022;13;1185.6
SE;2023;01;43.54
SE;2023;02;59.18
SE;2023;03;97.72
SE;2023;04;116.56
SE;2023;05;191.93
SE;2023;06;143.94
SE;2023;07;89.44
SE;2023;08;44.85
SE;2023;09;26.52
SE;2023;10;9.54
SE;2023;11;17.52
SE;2023;12;43.73
SE;2023;13;884.47
SE;2024;01;44.09
SE;2024;02;69.91
SE;2024;03;43.17
SE;2024;04;122.17
SE;2024;05;230.5
SE;2024;06;174.23
SE;2024;07;88.95
SE;2024;08;36.74
SE;2024;09;13.6
SE;2024;10;3.06
SE;2024;11;21.85
SE;2024;12;5.5
SE;2024;13;853.77
SE;2025;01;37.0
SE;2025;02;39.69
SE;2025;03;41.35
SE;2025;04;26.8
SE;2025;05;196.23
SE;2025;06;175.24
SE;2025;07;94.33
SE;2025;08;75.79
SE;2025;09;65.01
SE;2025;10;81.13
SE;2025;11;15.99
SE;2025;12;3.47
SE;2025;13;852.03
TO;2000;01;225.93
TO;2000;02;286.25
TO;2000;03;238.0
TO;2000;04;199.05
TO;2000;05;9.64
TO;2000;06;0.39
TO;2000;07;9.33
TO;2000;08;4.24
TO;2000;09;85.06
TO;2000;10;157.11
TO;2000;11;198.39
TO;2000;12;382.54
TO;2000;13;1795.93
TO;2001;01;164.24
TO;2001;02;205.25
TO;2001;03;280.26
TO;2001;04;98.46
TO;2001;05;25.16
TO;2001;06;2.45
TO;2001;07;0.11
TO;2001;08;0.24
TO;2001;09;77.57
TO;2001;10;189.88
TO;2001;11;284.24
TO;2001;12;284.66
TO;2001;13;1612.52
TO;2002;01;478.56
TO;2002;02;186.55
TO;2002;03;214.68
TO;2002;04;120.16
TO;2002;05;59.62
TO;2002;06;7.48
TO;2002;07;0.71
TO;2002;08;0.03
TO;2002;09;93.35
TO;2002;10;99.48
TO;2002;11;162.15
TO;2002;12;351.43
TO;2002;13;1774.2
TO;2003;01;342.69
TO;2003;02;210.16
TO;2003;03;334.41
TO;2003;04;172.18
TO;2003;05;82.69
TO;2003;06;0.06
TO;2003;07;0.0
TO;2003;08;39.18
TO;2003;09;43.6
TO;2003;10;100.34
TO;2003;11;180.74
TO;2003;12;181.37
TO;2003;13;1687.42
TO;2004;01;384.2
TO;2004;02;330.78
TO;2004;03;271.59
TO;2004;04;220.97
TO;2004;05;4.13
TO;2004;06;1.4
TO;2004;07;1.33
TO;2004;08;3.79
TO;2004;09;9.95
TO;2004;10;168.25
TO;2004;11;187.48
TO;2004;12;197.25
TO;2004;13;1781.12
TO;2005;01;316.11
TO;2005;02;286.66
TO;2005;03;365.41
TO;2005;04;108.67
TO;2005;05;117.41
TO;2005;06;0.18
TO;2005;07;0.3
TO;2005;08;0.0
TO;2005;09;28.22
TO;2005;10;51.18
TO;2005;11;128.57
TO;2005;12;324.06
TO;2005;13;1726.77
TO;2006;01;129.35
TO;2006;02;160.14
TO;2006;03;348.83
TO;2006;04;222.76
TO;2006;05;52.23
TO;2006;06;0.1
TO;2006;07;0.41
TO;2006;08;5.04
TO;2006;09;119.83
TO;2006;10;180.19
TO;2006;11;178.65
TO;2006;12;159.18
TO;2006;13;1556.71
TO;2007;01;143.84
TO;2007;02;346.04
TO;2007;03;215.06
TO;2007;04;155.39
TO;2007;05;25.44
TO;2007;06;1.55
TO;2007;07;1.31
TO;2007;08;0.84
TO;2007;09;41.79
TO;2007;10;25.82
TO;2007;11;171.65
TO;2007;12;166.44
TO;2007;13;1295.17
TO;2008;01;345.4
TO;2008;02;262.59
TO;2008;03;305.67
TO;2008;04;189.63
TO;2008;05;70.81
TO;2008;06;0.24
TO;2008;07;0.12
TO;2008;08;0.02
TO;2008;09;36.68
TO;2008;10;45.67
TO;2008;11;283.71
TO;2008;12;235.44
TO;2008;13;1775.98
TO;2009;01;161.57
TO;2009;02;232.28
TO;2009;03;209.59
TO;2009;04;201.48
TO;2009;05;163.94
TO;2009;06;10.95
TO;2009;07;0.57
TO;2009;08;3.0
TO;2009;09;40.91
TO;2009;10;197.53
TO;2009;11;205.34
TO;2009;12;220.81
TO;2009;13;1647.97
TO;2010;01;235.04
TO;2010;02;175.51
TO;2010;03;316.57
TO;2010;04;116.22
TO;2010;05;52.4
TO;2010;06;30.57
TO;2010;07;4.63
TO;2010;08;0.62
TO;2010;09;6.85
TO;2010;10;133.19
TO;2010;11;187.14
TO;2010;12;168.8
TO;2010;13;1427.54
TO;2011;01;313.26
TO;2011;02;263.18
TO;2011;03;278.71
TO;2011;04;189.56
TO;2011;05;47.33
TO;2011;06;0.03
TO;2011;07;1.28
TO;2011;08;0.59
TO;2011;09;0.11
TO;2011;10;183.55
TO;2011;11;238.25
TO;2011;12;231.45
TO;2011;13;1747.3
TO;2012;01;357.11
TO;2012;02;278.99
TO;2012;03;157.9
TO;2012;04;102.19
TO;2012;05;90.85
TO;2012;06;14.77
TO;2012;07;0.2
TO;2012;08;0.0
TO;2012;09;2.74
TO;2012;10;48.2
TO;2012;11;256.64
TO;2012;12;168.31
TO;2012;13;1477.9
TO;2013;01;273.47
TO;2013;02;147.21
TO;2013;03;266.98
TO;2013;04;98.66
TO;2013;05;32.65
TO;2013;06;19.29
TO;2013;07;0.18
TO;2013;08;1.36
TO;2013;09;11.31
TO;2013;10;113.06
TO;2013;11;206.06
TO;2013;12;426.08
TO;2013;13;1596.31
TO;2014;01;245.86
TO;2014;02;232.34
TO;2014;03;219.94
TO;2014;04;159.53
TO;2014;05;66.93
TO;2014;06;0.01
TO;2014;07;0.0
TO;2014;08;0.91
TO;2014;09;71.17
TO;2014;10;123.49
TO;2014;11;213.96
TO;2014;12;246.77
TO;2014;13;1580.91
TO;2015;01;185.11
TO;2015;02;175.09
TO;2015;03;180.76
TO;2015;04;311.79
TO;2015;05;48.62
TO;2015;06;0.02
TO;2015;07;0.16
TO;2015;08;1.44
TO;2015;09;37.48
TO;2015;10;64.78
TO;2015;11;103.7
TO;2015;12;91.96
TO;2015;13;1200.91
TO;2016;01;460.01
TO;2016;02;16.65
TO;2016;03;193.42
TO;2016;04;65.38
TO;2016;05;3.57
TO;2016;06;18.89
TO;2016;07;0.01
TO;2016;08;0.0
TO;2016;09;97.77
TO;2016;10;68.28
TO;2016;11;149.01
TO;2016;12;144.46
TO;2016;13;1217.45
TO;2017;01;211.98
TO;2017;02;238.33
TO;2017;03;151.54
TO;2017;04;102.06
TO;2017;05;10.86
TO;2017;06;9.98
TO;2017;07;0.09
TO;2017;08;0.17
TO;2017;09;0.27
TO;2017;10;75.99
TO;2017;11;141.97
TO;2017;12;226.21
TO;2017;13;1169.45
TO;2018;01;204.8
TO;2018;02;378.0
TO;2018;03;194.07
TO;2018;04;173.11
TO;2018;05;2.74
TO;2018;06;0.15
TO;2018;07;0.02
TO;2018;08;3.92
TO;2018;09;21.3
TO;2018;10;142.2
TO;2018;11;224.35
TO;2018;12;191.05
TO;2018;13;1535.71
TO;2019;01;148.98
TO;2019;02;180.99
TO;2019;03;233.3
TO;2019;04;147.55
TO;2019;05;56.35
TO;2019;06;0.21
TO;2019;07;0.09
TO;2019;08;0.04
TO;2019;09;20.65
TO;2019;10;100.49
TO;2019;11;86.87
TO;2019;12;146.36
TO;2019;13;1121.88
TO;2020;01;251.09
TO;2020;02;185.88
TO;2020;03;214.54
TO;2020;04;198.42
TO;2020;05;76.73
TO;2020;06;25.17
TO;2020;07;1.2
TO;2020;08;0.28
TO;2020;09;3.46
TO;2020;10;77.33
TO;2020;11;119.08
TO;2020;12;121.85
TO;2020;13;1275.03
TO;2021;01;145.33
TO;2021;02;288.43
TO;2021;03;197.25
TO;2021;04;143.97
TO;2021;05;15.06
TO;2021;06;1.48
TO;2021;07;1.04
TO;2021;08;1.07
TO;2021;09;26.08
TO;2021;10;116.78
TO;2021;11;294.31
TO;2021;12;332.66
TO;2021;13;1563.46
TO;2022;01;274.49
TO;2022;02;188.9
TO;2022;03;233.4
TO;2022;04;69.47
TO;2022;05;19.99
TO;2022;06;9.98
TO;2022;07;0.14
TO;2022;08;0.43
TO;2022;09;40.25
TO;2022;10;88.8
TO;2022;11;243.7
TO;2022;12;330.5
TO;2022;13;1500.05
TO;2023;01;286.22
TO;2023;02;159.49
TO;2023;03;250.73
TO;2023;04;93.35
TO;2023;05;44.6
TO;2023;06;0.93
TO;2023;07;0.08
TO;2023;08;39.89
TO;2023;09;27.56
TO;2023;10;53.19
TO;2023;11;113.19
TO;2023;12;140.08
TO;2023;13;1209.31
TO;2024;01;254.18
TO;2024;02;182.66
TO;2024;03;193.16
TO;2024;04;156.47
TO;2024;05;4.83
TO;2024;06;1.03
TO;2024;07;0.64
TO;2024;08;0.95
TO;2024;09;1.39
TO;2024;10;83.57
TO;2024;11;135.06
TO;2024;12;133.22
TO;2024;13;1147.16
TO;2025;01;177.41
TO;2025;02;165.37
TO;2025;03;126.43
TO;2025;04;88.52
TO;2025;05;17.76
TO;2025;06;57.52
TO;2025;07;0.0
TO;2025;08;1.47
TO;2025;09;17.12
TO;2025;10;28.95
TO;2025;11;120.06
TO;2025;12;186.69
TO;2025;13;987.3
